level_0,level_1,flagged_columns
ego,pride,"58, 193, 386, 415"
basic_cognitive_process,remembering,"77, 578, 687, 716"
clothes,clothing,"84, 128, 378, 666"
good,kindness,"36, 365, 559, 690"
fault,nonaccomplishment,"92, 241, 568, 649"
denial,negative,"145, 239, 419, 441"
classic,creation,"8, 255, 672, 725"
magnitude,size,"32, 57, 161, 714"
denial,speech_act,"145, 239, 419, 441"
physical_property,temperature,"149, 397, 532, 702"
unit_of_measurement,volume_unit,"92, 170, 335, 588"
United_States_liquid_unit,liquid_unit,"92, 170, 335, 588"
academic_administrator,dean,"52, 236, 435, 516"
broadcasting,tv,"274, 336, 519, 544"
progesterone,progestin,"189, 694, 739, 763"
progestin,steroid_hormone,"189, 694, 739, 763"
data_processing,operation,"232, 315, 512, 647"
custom,wont,"20, 93, 174, 287"
present,today,"73, 246, 613, 730"
message,opinion,"7, 375, 573, 707"
guess,opinion,"7, 375, 573, 707"
calling,occupation,"61, 264, 563, 740"
flirt,woman,"133, 469, 709, 719"
data_processing,processing,"232, 315, 512, 647"
part,rest,"34, 341, 511, 672"
bodily_process,sex,"230, 255, 266, 669"
excavation,working,"44, 197, 229, 442"
payment,penalty,"18, 62, 425, 574"
comparison,examination,"131, 357, 420, 587"
fine,penalty,"18, 62, 425, 574"
process,processing,"232, 315, 512, 647"
idea,inspiration,"9, 141, 155, 513"
guitar,stringed_instrument,"252, 355, 378, 575"
day,yesterday,"184, 374, 558, 568"
operation,sorting,"232, 315, 512, 647"
defense,justification,"171, 423, 699"
act,inactivity,"162, 301, 414"
condition,sanitary_condition,"200, 233, 732"
sanitariness,sanitary_condition,"200, 233, 732"
animal_tissue,connective_tissue,"371, 479, 623"
inactivity,waiting,"162, 301, 414"
bone,tooth,"371, 479, 623"
pearly,tooth,"371, 479, 623"
clock,timepiece,"173, 220, 765"
cleaning,improvement,"210, 426, 438"
bone,connective_tissue,"371, 479, 623"
development,progress,"356, 484, 494"
colors,flag,"36, 420, 701"
advocate,person,"34, 382, 389"
advocate,supporter,"34, 382, 389"
heavier-than-air_craft,plane,"135, 291, 483"
frequency,rate,"66, 282, 647"
home,residence,"503, 547, 723"
endowment,hang,"58, 257, 345"
government,polity,"448, 455, 657"
movie,show,"69, 522, 714"
childcare,daycare,"463, 465, 647"
aid,service,"463, 465, 647"
address,residence,"503, 547, 723"
large_indefinite_quantity,lots,"181, 493, 616"
friendly,military_personnel,"188, 315, 635"
computer,website,"47, 68, 604"
fight,military_action,"47, 99, 146"
cardiopulmonary_exercise,jogging,"203, 387, 753"
drygoods,white_goods,"204, 608, 682"
flow,overflow,"53, 123, 692"
flow,motion,"53, 123, 692"
inflammation,symptom,"149, 528, 562"
apple,edible_fruit,"150, 450, 655"
organism,somebody,"143, 276, 524"
natural_depression,valley,"143, 177, 196"
gully,valley,"143, 177, 196"
draw,gully,"143, 177, 196"
commodity,drygoods,"204, 608, 682"
gift,giveaway,"182, 262, 704"
explanation,justification,"171, 423, 699"
defense,excuse,"171, 423, 699"
indefinite_quantity,large_indefinite_quantity,"181, 493, 616"
ill_health,infection,"151, 575, 583"
buddy,friend,"327, 444, 612"
photo,representation,"323, 503, 527"
inclination,sympathy,"319, 568, 717"
laundry,white_goods,"204, 608, 682"
force,men,"311, 756, 767"
antidiabetic,metformin,"198, 329, 566"
iridaceous_plant,iris,"457, 623, 631"
childcare,service,"463, 465, 647"
aptitude,natural_ability,"58, 257, 345"
antidiabetic,medicine,"198, 329, 566"
drug,medicine,"198, 329, 566"
close,end,"321, 382, 745"
basic_cognitive_process,learning,"23, 360, 596"
organization,polity,"448, 455, 657"
approval,credit,"65, 154, 391"
longer,person,"49, 587, 594"
address,geographic_point,"503, 547, 723"
combatant,tough,"195, 333, 334"
endowment,natural_ability,"58, 257, 345"
plan,schedule,"121, 453, 759"
combatant,person,"195, 333, 334"
hygiene,sanitariness,"200, 233, 732"
attitude,inclination,"319, 568, 717"
person,suspect,"155, 187, 323"
tart,woman,"313, 378, 652"
jewelry,pin,"392, 494, 648"
act,hindrance,"421, 464, 607"
prevention,save,"421, 464, 607"
billion,large_integer,"385, 576, 756"
cognition,mind,"285, 555, 639"
cardiopulmonary_exercise,exercise,"203, 387, 753"
amazon,woman,"414, 511, 594"
impossibility,option,"114, 262, 760"
hindrance,prevention,"421, 464, 607"
message,proposal,"87, 549, 679"
physical_phenomenon,pressure,"416, 594, 751"
impossibility,impossible,"114, 262, 760"
artifact,opening,"298, 341, 428"
exit,opening,"298, 341, 428"
fucking,sexual_intercourse,"275, 321, 629"
athletic_contest,meet,"11, 118, 449"
advice,proposal,"87, 549, 679"
content_word,word,"120, 228, 681"
content_word,modifier,"120, 228, 681"
athletic_contest,contest,"11, 118, 449"
believer,supporter,"34, 382, 389"
arrangement,ordering,"33, 134, 293"
entertainment,show,"621, 661, 681"
category,sort,"96, 512, 647"
adverb,modifier,"120, 228, 681"
adverb,positive,"120, 228, 681"
end,tip,"101, 560, 635"
ordering,series,"33, 134, 293"
land,sod,"289, 342, 598"
disorder,sleep_disorder,"94, 133, 252"
insomnia,sleep_disorder,"94, 133, 252"
electronic_equipment,phone,"429, 567, 750"
decade,eighties,"78, 309, 503"
decade,time_period,"78, 309, 503"
confusion,disorder,"1, 191, 514"
old,past,"8, 253, 665"
scale,standard,"14, 126, 733"
time_of_life,years,"15, 300, 594"
brick,cope,"304, 324, 520"
creator,person,"2, 209, 376"
architect,creator,"2, 209, 376"
architect,jenny,"2, 209, 376"
animal_skin,hide,"3, 236, 263"
addiction,drug_addiction,"251, 460, 733"
giggle,laugh,"225, 616, 766"
caustic,compound,"258, 623, 735"
alcoholism,drug_addiction,"251, 460, 733"
hypothermia,physical_condition,"22, 432, 603"
diversion,entertainment,"621, 661, 681"
addiction,physical_condition,"251, 460, 733"
retaliation,return,"21, 116, 669"
group_action,return,"21, 116, 669"
disorder,state,"1, 191, 514"
brick,building_material,"304, 324, 520"
effort,exercising,"250, 296, 387"
hunting,outdoor_sport,"237, 396, 671"
connection,linkage,"232, 327, 551"
link,linkage,"232, 327, 551"
physical_condition,pregnancy,"243, 399, 748"
anger,rage,"6, 394, 414"
shy,throw,"43, 45, 734"
external_body_part,face,"695, 745"
anseriform_bird,waterfowl,"720, 733"
anseriform_bird,goose,"720, 733"
ache,pain,"9, 76"
property,style,"28, 125"
charge,cost,"29, 459"
fee,fixed_charge,"29, 459"
fee,tuition,"29, 459"
environment,surroundings,"19, 261"
eighty,large_integer,"28, 495"
athletic_game,outdoor_game,"23, 517"
foreplay,sexual_activity,"13, 537"
fondling,foreplay,"13, 537"
body_part,shoulder,"13, 344"
contact,interaction,"654, 704"
action,interaction,"654, 704"
foot,vertebrate_foot,"599, 710"
flight,nonstop,"282, 679"
mom,mother,"244, 646"
delight,pleasure,"216, 642"
force,influence,"222, 402"
anesthesia,regional_anesthesia,"523, 592"
moment,point,"538, 722"
communicator,person,"530, 640"
communicator,writer,"530, 640"
ceremony,wedding,"546, 686"
affair,ceremony,"546, 686"
activity,performing,"552, 572"
accident,coincidence,"575, 670"
due_process,proceeding,"10, 731"
due_process,group_action,"10, 731"
innocent,person,"16, 155"
core,set,"55, 136"
alignment,true,"37, 443"
alignment,placement,"37, 443"
musical_performance,playing,"32, 572"
belief,doctrine,"529, 584"
card_game,stops,"276, 699"
agitation,psychological_state,"292, 394"
agitation,upset,"292, 394"
idea,program,"307, 519"
order,peace,"299, 506"
possibility,possible,"598, 664"
extremity,vertebrate_foot,"599, 710"
commodity,product,"14, 424"
place,point,"243, 723"
care,pedicure,"244, 565"
action,playing,"305, 597"
catching,playing,"305, 597"
database,information,"272, 703"
database,list,"272, 703"
flight,trip,"282, 679"
nutriment,treat,"274, 668"
printer,skilled_worker,"104, 405"
bar,room,"410, 764"
crime,felony,"410, 755"
felony,larceny,"410, 755"
area,body_part,"407, 504"
collection,heap,"393, 630"
chemical_phenomenon,exchange,"409, 418"
area,scene,"402, 538"
idealist,visionary,"412, 590"
person,visionary,"412, 590"
chemical_phenomenon,natural_phenomenon,"409, 418"
band,strip,"409, 589"
band,elastic,"409, 589"
injustice,wrong,"419, 564"
electromagnetic_unit,unit_of_measurement,"108, 208"
baby,newborn,"102, 322"
injustice,unrighteousness,"419, 564"
base_hit,hit,"419, 430"
base_hit,single,"419, 430"
larceny,petty,"410, 755"
blow,kick,"410, 685"
boy,male,"413, 756"
brightness,shine,"411, 436"
idealist,romantic,"412, 590"
editing,revising,"82, 573"
editing,writing,"82, 573"
typing,writing,"88, 229"
bog,mire,"110, 273"
land,wetland,"110, 273"
bog,wetland,"110, 273"
adventure,undertaking,"139, 672"
gold,precious_metal,"115, 508"
airliner,airplane,"391, 681"
airbus,airliner,"391, 681"
precious_metal,valuable,"115, 508"
gay,person,"109, 602"
certainty,confidence,"117, 675"
enthusiasm,feeling,"117, 652"
harm,ill_health,"119, 455"
precipitation,rain,"120, 356"
actor's_line,line,"436, 452"
actor's_line,aside,"436, 452"
feature,forehead,"428, 715"
body_part,feature,"428, 715"
biological_group,taxonomic_group,"440, 585"
autumn,season,"81, 196"
person,radical,"74, 81"
free,people,"75, 175"
fare,food,"456, 528"
appearance,representation,"56, 504"
species,taxonomic_group,"440, 585"
biological_group,group,"440, 585"
sacred_text,writing,"107, 202"
bible,sacred_text,"107, 202"
current_unit,electromagnetic_unit,"108, 208"
goal,purpose,"432, 761"
balancing,equalization,"405, 761"
act,equalization,"405, 761"
foundation,relation,"393, 471"
animal,male,"394, 605"
goal,intention,"406, 531"
area,waist,"407, 504"
precipitation,weather,"120, 356"
certainty,cognitive_state,"117, 675"
electronic_equipment,telephone,"61, 439"
airline,hose,"135, 658"
hose,tube,"135, 658"
astonishment,surprise,"123, 554"
conduit,tube,"135, 658"
hostile,military_personnel,"136, 755"
music,vocal_music,"385, 669"
singing,vocal_music,"385, 669"
movie,product,"69, 450"
rough,site,"456, 744"
site,tract,"456, 744"
activity,try,"464, 660"
weather,wind,"454, 617"
diet,fare,"456, 528"
duty,work,"71, 183"
jar,vessel,"67, 335"
conduit,passage,"135, 658"
person,primitive,"479, 681"
primitive,savage,"479, 681"
deterioration,wear,"490, 730"
book,numbers,"493, 682"
behalf,stead,"71, 183"
la,metallic_element,"89, 718"
radical,terrorist,"74, 81"
contestant,loser,"144, 434"
discipline,science,"155, 535"
conversation,talk,"155, 483"
coldness,vasoconstrictor,"149, 397"
conflict,fighting,"146, 237"
blessing,support,"170, 325"
aid,support,"170, 325"
passage,way,"135, 658"
relationship,state,"179, 690"
legs,stamina,"180, 710"
endurance,strength,"180, 710"
time_period,weekend,"175, 425"
day,holiday,"177, 748"
feast_day,movable_feast,"177, 748"
arrangement,array,"178, 487"
male,male_offspring,"168, 281"
mere,pond,"407, 457"
lake,pond,"407, 457"
bob,weight,"375, 403"
coldness,temperature,"149, 702"
connection,join,"153, 327"
connection,shape,"153, 327"
math,science,"155, 535"
cosmetic,makeup,"373, 618"
chat,conversation,"380, 511"
instrumentality,toiletry,"373, 618"
bob,plumb,"375, 403"
artifact,weight,"375, 403"
activity,music,"385, 669"
cosmetic,toiletry,"373, 618"
body,leaders,"407, 762"
body_of_water,lake,"407, 457"
karaoke,singing,"385, 669"
jest,wit,"377, 503"
animal,domestic_animal,"377, 643"
dog,domestic_animal,"377, 643"
mommy,mother,"186, 227"
mother,parent,"186, 244"
male,male_child,"378, 496"
male_child,schoolboy,"378, 496"
network,system,"360, 734"
computer_network,network,"360, 734"
crowd,gathering,"370, 517"
bore,unpleasant_person,"363, 641"
placement,spacing,"192, 325"
literary_composition,poem,"357, 387"
accusation,blame,"362, 473"
unpleasant_person,unwelcome_person,"363, 641"
anxiety,emotion,"194, 355"
adipose_tissue,animal_tissue,"196, 473"
educational_institution,school,"196, 579"
educational_institution,institution,"196, 579"
distance,spacing,"192, 325"
credentials,document,"366, 403"
instrumentality,system,"360, 734"
computer_network,internet,"360, 734"
ex,man,"164, 662"
baseball_equipment,mound,"157, 407"
baseball_equipment,sports_equipment,"157, 407"
property,trust,"158, 533"
intellectual,person,"169, 598"
perry,philosopher,"169, 598"
intellectual,scholar,"169, 598"
philosopher,scholar,"169, 598"
male_offspring,son,"168, 281"
feast_day,holiday,"177, 748"
easter,movable_feast,"177, 748"
large_integer,million,"201, 586"
friendship,relationship,"179, 690"
sound,ticking,"160, 615"
feedback,natural_process,"172, 370"
fact,truth,"168, 549"
epic,poem,"357, 387"
array,table,"178, 487"
endurance,stamina,"180, 710"
degree,extent,"206, 371"
degree,state,"206, 371"
safe,strongbox,"213, 542"
body_of_water,sea,"323, 388"
bad,worse,"331, 360"
apparition,ghost,"56, 504"
appearance,illusion,"56, 504"
isolation,separation,"486, 636"
book,section,"493, 682"
fellow,male,"496, 600"
month,time_period,"503, 608"
spouse,wife,"473, 666"
better,good,"357, 741"
facing,lining,"59, 451"
lining,protective_covering,"59, 451"
apparition,illusion,"56, 504"
mutuality,sharing,"486, 758"
reciprocality,relation,"486, 758"
mutuality,reciprocality,"486, 758"
isolation,loneliness,"486, 636"
mercantile_establishment,shop,"477, 711"
good,quality,"357, 741"
body_waste,fecal_matter,"505, 752"
care,treatment,"42, 200"
goal,intent,"46, 531"
association,organization,"38, 177"
shape,solid,"78, 543"
concave_shape,solid,"78, 543"
depression,dip,"78, 543"
speech,words,"505, 515"
photography,scanning,"510, 593"
idea,misconception,"198, 318"
fancy,misconception,"198, 318"
anxiety,disquiet,"194, 355"
adipose_tissue,cellulite,"196, 473"
farm,workplace,"277, 442"
discussion,talks,"280, 707"
large_integer,thirty,"510, 632"
photography,process,"510, 593"
friend,girlfriend,"521, 677"
epidural,regional_anesthesia,"523, 592"
anesthesia,physical_condition,"523, 592"
association,league,"38, 177"
canvas,fabric,"39, 678"
fundamental_quantity,period,"40, 537"
charge,fixed_charge,"29, 459"
conversation,nothings,"31, 162"
bed,berth,"26, 432"
berth,lower,"26, 432"
normal,practice,"64, 367"
fecal_matter,shit,"505, 752"
lighter,match,"508, 718"
device,lighter,"508, 718"
line,route,"331, 483"
feeling,gratitude,"321, 447"
attempt,best,"350, 622"
dress,gown,"351, 375"
aesthetic,philosophical_doctrine,"529, 584"
doctrine,philosophical_doctrine,"529, 584"
field_game,outdoor_game,"23, 517"
field_game,hockey,"23, 517"
servant,worker,"698, 707"
coming,motion,"713, 732"
graphics,visual_communication,"687, 754"
familiar,servant,"698, 707"
calm,disposition,"240, 580"
concoction,foodstuff,"242, 481"
concoction,mix,"242, 481"
athlete,basketball_player,"216, 568"
lost,people,"260, 292"
death,fatality,"263, 674"
breathing,smoking,"230, 398"
pause,wait,"218, 417"
classification,duality,"222, 243"
influence,power,"222, 402"
grandfather,grandparent,"735, 746"
barrier,obstruction,"5, 331"
order,state,"299, 506"
fatality,killing,"263, 674"
fishing,outdoor_sport,"259, 271"
people,public,"253, 499"
miss,woman,"254, 635"
exception,omission,"247, 410"
disregard,omission,"247, 410"
disregard,inattention,"247, 410"
accident,happening,"575, 670"
starting,turn,"547, 727"
activity,turn,"547, 727"
box,strongbox,"213, 542"
banjo,stringed_instrument,"290, 624"
concern,matter,"290, 685"
followers,multitude,"330, 411"
asking,speech_act,"295, 755"
little,small_indefinite_quantity,"95, 726"
fundamental_quantity,temperature,"97, 149"
deal,transaction,"97, 653"
imaginary_being,monster,"88, 209"
person,ruler,"85, 332"
ruler,sovereign,"85, 332"
king,sovereign,"85, 332"
amp,current_unit,"108, 208"
skate,sports_equipment,"431, 517"
time_period,year,"78, 253"
concave_shape,depression,"78, 543"
function,stead,"71, 183"
duty,function,"71, 183"
hole,natural_depression,"72, 560"
hole,pit,"72, 560"
distrust,doubt,"101, 762"
door,movable_barrier,"5, 331"
obstruction,structure,"5, 331"
mixture,substance,"235, 242"
motion,sitting,"247, 763"
basic_cognitive_process,inattention,"247, 410"
lipid,macromolecule,"238, 644"
lipid,oil,"238, 644"
aquatic_bird,waterfowl,"720, 733"
basketball_player,forward,"216, 568"
athlete,contestant,"216, 568"
juvenile,kid,"227, 502"
firearm,gun,"3, 551"
hearing,proceeding,"10, 731"
barrier,movable_barrier,"5, 331"
external_body_part,neck,"14, 163"
existence,state,"5, 387"
religious_music,religious_song,743
debate,discussion,768
conic_section,plane_figure,2
figure,shape,2
circle,ellipse,2
conic_section,ellipse,2
figure,plane_figure,2
sound,tap,2
leisure,vacation,3
church,religion,3
area,section,705
neighbourhood,section,705
bishop,martin,705
folk,people,684
dramatic_composition,play,688
status,terms,691
happening,success,693
end,extremity,694
desire,wish,712
abstinence,self-denial,714
abstinence,fast,714
control,self-denial,714
organ,tongue,699
memory,representation,701
team,unit,701
martin,saint,705
room,toilet,12
consumption,eating,7
details,information,9
posting,sign,716
flash,happening,720
float,time_interval,706
distribution,sharing,708
giving,sharing,708
communication,sign,716
scenery,stage_set,16
representation,stage_set,16
buy,purchase,14
plan_of_action,scheme,14
plot,scheme,14
exhilaration,joy,11
exhilaration,thrill,11
output,picking,259
effect,phenomenon,265
anxiety,psychological_state,251
age,property,251
fall,season,256
geological_process,wearing,249
geological_process,natural_process,249
religion,theological_virtue,250
action,state,265
activity,search,266
disturbance,motion,267
disturbance,havoc,267
attacker,predator,268
chrysanthemum,flower,270
chrysanthemum,mum,270
indefinite_quantity,output,259
amalgamation,consolidation,235
change_of_integrity,combination,235
round_shape,shape,236
round_shape,sphere,236
drop,sphere,236
bodily_process,breathing,230
attempt,pains,234
action,hum,265
athletic_facility,gym,758
athletic_facility,facility,758
place_of_worship,temple,763
driving,golf_stroke,245
episode,happening,246
iron,metallic_element,238
colours,emblem,239
combination,consolidation,235
activity,ceremony,281
ceremony,presentation,281
holiday,leisure,278
departure,disappearance,279
act,departure,279
band,social_group,280
travel,walk,271
hike,walk,271
minutes,written_record,245
drink,helping,283
mistreatment,using,284
blow,punch,284
citrus,fruit_tree,281
angiospermous_tree,fruit_tree,281
angiospermous_tree,tree,281
citrus,mandarin,281
educator,teacher,217
educator,professional,217
decision_making,pick,217
dislike,scorn,213
label,marker,213
label,tag,213
marker,symbol,213
gramineous_plant,herb,215
cube,die,283
block,cube,283
artifact,block,283
lyric,text,230
awareness,sense,219
people,rich,223
deity,goddess,223
gramineous_plant,grass,215
Hinduism,religion,212
fiction,story,205
plot,story,205
demeanor,manner,206
demeanor,trait,206
informality,manner,206
container,receptacle,207
cowboy,ranch_hand,203
South_African_monetary_unit,monetary_unit,288
South_African_monetary_unit,rand,288
area,space,291
flies,space,291
blank,character,328
fever,symptom,329
atmosphere,sky,330
Hinduism,yoga,212
hominid,human,302
career,occupation,303
person,preserver,294
caretaker,custodian,294
custodian,defender,294
defender,preserver,294
caretaker,super,294
examination,study,285
liquid,water,273
binary_compound,compound,273
binary_compound,water,273
history,past,305
merchandise,release,306
commodity,merchandise,306
propulsion,shot,308
acquiring,capture,297
fashion,property,320
bodybuilding,exercise,309
bodybuilding,weightlift,309
clean,weightlift,309
beverage,coffee,310
roll,rotation,314
rotation,turning,314
film,show,352
baby,child,322
offspring,relative,322
child,offspring,322
movement,turning,314
pain,smart,316
body_part,chest,317
astonishment,stupefaction,318
shock,stupefaction,318
employee,workman,203
hired_hand,ranch_hand,203
asthma,respiratory_disease,225
homo,humans,226
hominid,homo,226
group,humans,226
atmosphere,gas,330
animal,young,334
employee,worker,203
laborer,workman,203
plot,storyline,205
sensation,taste,203
perception,sensation,203
age,newness,203
freshness,newness,203
hired_hand,laborer,203
concentration,focus,338
attention,faculty,338
attention,concentration,338
ability,faculty,338
pay,regular_payment,339
morality,righteousness,367
justice,righteousness,367
commercial_enterprise,packaging,368
entreaty,request,340
project,work,343
inactiveness,trait,346
inactiveness,laziness,346
diversion,gaming,346
message,offer,336
offer,special,336
medium_of_exchange,money,336
express,mail,347
ending,outcome,348
baked_goods,food,349
baked_goods,bread,349
bread,toast,349
payment,regular_payment,339
being,life,339
entreaty,wooing,340
body_part,joint,353
joint,synovial_joint,353
ankle,gliding_joint,353
gliding_joint,synovial_joint,353
chair,seat,354
furniture,seat,354
activity,behavior,356
mail,message,347
challenge,situation,358
building,house,359
frequency,incidence,383
frequency,ratio,383
magnitude_relation,ratio,383
leave,time_off,384
look,sensing,188
actor,extra,183
facial_expression,smiling,364
priest,priestess,364
consumption,sucking,364
experience,living,364
content,experience,364
compassion,sympathy,365
flat,plain,361
breaking,change_of_integrity,363
American_state,id,194
American_state,state,194
receptacle,tidy,207
opportunity,possibility,211
belief,religion,212
daily,newspaper,369
building_material,lumber,370
lumber,strip,370
newspaper,press,369
common_fraction,half,201
common_fraction,fraction,201
fraction,rational_number,201
contact,touch,197
dark,illumination,199
set,teeth,197
hormone,steroid_hormone,189
ambassador,diplomat,376
official,skilled_worker,376
pale,strip,370
majority,number,373
drinking_vessel,vessel,156
drinking_vessel,stoup,156
hillside,slope,157
beam,light,155
mechanism,steering_system,159
helm,steering_system,159
star,sun,185
look,watching,188
broadcasting,radio,378
case,time,379
drive,propulsion,373
diplomat,official,376
dressing,sauce,169
kind,type,163
choice,willing,166
amphibian,frog,167
amphibian,vertebrate,167
geological_formation,slope,157
intruder,stranger,159
intruder,unwelcome_person,159
education,experience,185
content,education,185
extremity,finger,176
small_indefinite_quantity,tad,176
mechanical_device,mechanism,176
grab,mechanical_device,176
message,tale,176
rational_number,real_number,201
inside,midst,407
street,thoroughfare,393
alley,street,393
road,thoroughfare,393
assumption,given,395
assumption,hypothesis,395
concept,hypothesis,395
case,patient,389
orifice,passage,125
orifice,rima,125
battering,fight,126
contest,race,126
analysis,investigation,408
chemical_analysis,dating,408
analysis,chemical_analysis,408
lifetime,time_period,404
countenance,expression,130
appearance,countenance,130
left,position,132
airfield,airport,135
airfield,facility,135
linear_unit,mile,124
mouth,rima,125
passage,structure,125
beam,moonbeam,155
coldness,cool,149
God,lord,150
short,tract,144
ale,beer,148
ale,bitter,148
judgement,legal_document,136
fact,particular,127
god,spiritual_being,443
organ,sense_organ,444
ear,sense_organ,444
joint,junction,108
dovetail,mortise_joint,108
connection,instrumentality,108
haven,shelter,103
shelter,structure,103
falsification,lying,426
falsification,wrongdoing,426
blog,diary,416
manner,property,411
child,silly,411
saying,speech,409
consumption,suck,410
commercial_enterprise,industry,442
connection,junction,108
joint,mortise_joint,108
person,straight,109
activity,training,111
indefinite_quantity,worth,138
people,timid,140
change_of_state,cooking,140
chromatic_color,green,422
case,person,389
act,legal_document,390
people,poor_people,420
needy,poor_people,420
building_material,shake,122
making,production,112
act,production,112
lefty,person,113
farming,gardening,442
determination,discovery,433
designation,determination,433
designation,diagnosis,433
contact,touching,435
installment,payment,436
secretion,sweat,437
maxim,saying,426
eve,woman,445
happening,periodic_event,446
heartbeat,periodic_event,446
murmur,sound,446
artifact,layer,437
cultivation,production,442
cultivation,farming,442
industry,production,442
element,part,86
hearts,whist,86
card_game,whist,86
military_officer,serviceman,85
commissioned_officer,military_officer,85
general,general_officer,85
commissioned_military_officer,general_officer,85
difficulty,fix,82
embarrassment,shame,106
change,change_of_shape,98
bending,flexion,98
bending,change_of_shape,98
flex,flexion,98
border,boundary,100
gain,indefinite_quantity,96
commissioned_military_officer,commissioned_officer,85
agent,chemical_agent,453
cognitive_factor,difficulty,446
difficulty,hinderance,446
cognition,cognitive_factor,446
abundance,overabundance,446
excess,overabundance,446
flare,shape,446
grounds,information,482
gathering,grade,456
handicraft,trade,448
occupation,trade,448
handicraft,weaving,448
effects,personal_property,449
personal_property,property,449
necessity,need,451
active,chemical_agent,453
actor,heavy,70
sin,unrighteousness,70
term,word,90
bounce,elasticity,91
elasticity,physical_property,91
message,story,464
building_complex,plant,454
feeling,humour,455
geographical_area,north,427
electronic_equipment,equipment,429
emotion,love,456
astonishment,wonder,458
nap,time_period,81
knowing,understanding,77
creating_by_removal,creation,69
boring,creating_by_removal,69
disadvantage,drawback,466
disadvantage,liability,466
bad,liability,466
imagination,representational_process,467
dream,imagination,467
basic_cognitive_process,representational_process,467
collection,combination,468
shorebird,wading_bird,500
boss,supervisor,468
superior,supervisor,468
facial_expression,smile,469
atmosphere,weather,472
air_mass,low,472
air_mass,atmosphere,472
glow,good_health,473
catch,drawback,466
drop,small_indefinite_quantity,60
club_drug,gamma_hydroxybutyrate,56
gamma_hydroxybutyrate,max,56
good_health,physical_condition,473
aviator,pilot,474
aviator,skilled_worker,474
area,corner,478
gesture,motion,480
creating_by_mental_acts,creation,485
verbal_creation,writing,485
creating_by_mental_acts,verbal_creation,485
nature,quality,66
animal,giant,66
drop,tear,60
experience,ordeal,58
experience,happening,58
panel,sheet,516
artifact,sheet,516
bottle,vessel,518
greatness,importance,520
physical_property,reflection,55
classification,dichotomy,56
club_drug,controlled_substance,56
controlled_substance,drug,56
sandwich,snack_food,497
dish,nutriment,497
hurt,ill_health,499
attitude,orientation,487
orientation,view,487
partner,relative,489
doomed,people,491
music,section,493
